id,participant_id,scale,item,item_id,item_type,version,condition,trial_index,response,reaction_time
502,36,IRQ,19,19,critical,,,918,4,5415.0
503,36,IRQ,31,31,critical,,,919,3,3054.0
504,36,IRQ,1,1,critical,,,920,5,3934.0
505,36,IRQ,2,2,critical,,,921,4,3955.0
506,36,IRQ,34,34,critical,,,922,2,5093.0
507,36,IRQ,16,16,critical,,,923,5,2878.0
508,36,IRQ,23,23,critical,,,924,2,3503.0
509,36,IRQ,35,35,critical,,,925,1,4860.0
510,36,IRQ,32,32,critical,,,926,5,5248.0
511,36,IRQ,15,15,critical,,,927,3,6371.0
512,36,IRQ,28,28,critical,,,928,5,4012.0
513,36,IRQ,17,17,critical,,,929,5,3266.0
514,36,IRQ,10,10,critical,,,930,2,4803.0
515,36,IRQ,13,13,critical,,,931,5,2455.0
516,36,IRQ,36,36,critical,,,932,4,4358.0
517,36,IRQ,18,18,critical,,,933,5,3048.0
518,36,IRQ,26,26,critical,,,934,1,4225.0
519,36,IRQ,8,8,critical,,,935,4,5688.0
520,36,IRQ,25,25,critical,,,936,1,5936.0
521,36,IRQ,22,22,critical,,,937,5,2436.0
522,36,IRQ,20,20,critical,,,938,2,4143.0
523,37,IRQ,34,34,critical,,,900,4,11147.0
524,37,IRQ,13,13,critical,,,901,5,5250.0
525,37,IRQ,8,8,critical,,,902,5,6950.0
526,37,IRQ,18,18,critical,,,903,5,8568.0
527,37,IRQ,11,11,critical,,,904,2,5180.0
528,37,IRQ,32,32,critical,,,905,4,5300.0
529,37,IRQ,37,37,catch,,,906,1,7668.0
530,37,IRQ,5,5,critical,,,907,4,5964.0
531,37,IRQ,39,39,catch,,,908,1,5345.0
532,37,IRQ,26,26,critical,,,909,4,5796.0
533,37,IRQ,35,35,critical,,,910,3,9342.0
534,37,IRQ,27,27,critical,,,911,2,7487.0
535,37,IRQ,20,20,critical,,,912,2,3937.0
536,37,IRQ,33,33,critical,,,913,4,8719.0
537,37,IRQ,31,31,critical,,,914,4,5673.0
538,37,IRQ,10,10,critical,,,915,2,8913.0
539,37,IRQ,15,15,critical,,,916,2,6597.0
540,37,IRQ,36,36,critical,,,917,4,4618.0
541,37,IRQ,14,14,critical,,,918,4,4034.0
542,37,IRQ,1,1,critical,,,919,5,4692.0
543,37,IRQ,25,25,critical,,,920,1,5221.0
544,37,IRQ,19,19,critical,,,921,2,4572.0
545,37,IRQ,38,38,catch,,,922,5,4260.0
546,37,IRQ,28,28,critical,,,923,2,12651.0
547,37,IRQ,22,22,critical,,,924,5,5240.0
548,37,IRQ,29,29,critical,,,925,2,5305.0
549,37,IRQ,3,3,critical,,,926,3,6374.0
550,37,IRQ,9,9,critical,,,927,2,4897.0
551,37,IRQ,23,23,critical,,,928,1,3774.0
552,37,IRQ,24,24,critical,,,929,2,16649.0
553,37,IRQ,12,12,critical,,,930,2,22311.0
554,37,IRQ,16,16,critical,,,931,3,5492.0
555,37,IRQ,7,7,critical,,,932,3,4223.0
556,37,IRQ,2,2,critical,,,933,4,3667.0
557,37,IRQ,6,6,critical,,,934,4,4613.0
558,37,IRQ,21,21,critical,,,935,2,4316.0
559,37,IRQ,17,17,critical,,,936,3,5846.0
560,37,IRQ,30,30,critical,,,937,1,5310.0
561,37,IRQ,4,4,critical,,,938,3,6948.0
562,40,IRQ,25,25,critical,,,900,3,9939.0
563,40,IRQ,38,38,catch,,,901,5,2945.0
564,40,IRQ,5,5,critical,,,902,4,5961.0
565,40,IRQ,35,35,critical,,,903,4,4813.0
566,40,IRQ,28,28,critical,,,904,4,4814.0
567,40,IRQ,20,20,critical,,,905,2,3396.0
568,40,IRQ,12,12,critical,,,906,3,3980.0
569,40,IRQ,33,33,critical,,,907,1,7163.0
570,40,IRQ,6,6,critical,,,908,4,3480.0
571,40,IRQ,7,7,critical,,,909,4,5064.0
572,40,IRQ,1,1,critical,,,910,4,4497.0
573,40,IRQ,9,9,critical,,,911,3,5345.0
574,40,IRQ,37,37,catch,,,912,1,4995.0
575,40,IRQ,22,22,critical,,,913,3,3380.0
576,40,IRQ,27,27,critical,,,914,2,2898.0
577,40,IRQ,34,34,critical,,,915,3,5962.0
578,40,IRQ,29,29,critical,,,916,5,3948.0
579,40,IRQ,19,19,critical,,,917,3,3294.0
580,40,IRQ,24,24,critical,,,918,3,3114.0
581,40,IRQ,39,39,catch,,,919,1,2614.0
582,40,IRQ,14,14,critical,,,920,4,3412.0
583,40,IRQ,26,26,critical,,,921,4,6380.0
584,40,IRQ,31,31,critical,,,922,4,3529.0
585,40,IRQ,8,8,critical,,,923,4,5614.0
586,40,IRQ,13,13,critical,,,924,3,4463.0
587,40,IRQ,32,32,critical,,,925,5,4747.0
588,40,IRQ,2,2,critical,,,926,4,5128.0
589,40,IRQ,18,18,critical,,,927,3,2413.0
590,40,IRQ,36,36,critical,,,928,5,3796.0
591,40,IRQ,30,30,critical,,,929,5,6364.0
592,40,IRQ,21,21,critical,,,930,4,7778.0
593,40,IRQ,17,17,critical,,,931,2,6429.0
594,40,IRQ,15,15,critical,,,932,3,4996.0
595,40,IRQ,3,3,critical,,,933,4,2997.0
596,40,IRQ,16,16,critical,,,934,4,3515.0
597,40,IRQ,10,10,critical,,,935,3,6778.0
598,40,IRQ,23,23,critical,,,936,2,3847.0
599,40,IRQ,11,11,critical,,,937,4,8029.0
600,40,IRQ,4,4,critical,,,938,4,4663.0
601,42,IRQ,20,20,critical,,,900,4,4475.0
602,42,IRQ,19,19,critical,,,901,3,4282.0
603,42,IRQ,27,27,critical,,,902,2,6854.0
604,42,IRQ,1,1,critical,,,903,2,5491.0
605,42,IRQ,15,15,critical,,,904,2,4576.0
606,42,IRQ,6,6,critical,,,905,3,3855.0
607,42,IRQ,4,4,critical,,,906,2,4689.0
608,42,IRQ,32,32,critical,,,907,3,7089.0
609,42,IRQ,16,16,critical,,,908,4,6917.0
610,42,IRQ,38,38,catch,,,909,5,3356.0
611,42,IRQ,31,31,critical,,,910,3,7068.0
612,42,IRQ,18,18,critical,,,911,4,5700.0
613,42,IRQ,11,11,critical,,,912,4,6466.0
614,42,IRQ,14,14,critical,,,913,4,3339.0
615,42,IRQ,34,34,critical,,,914,3,5600.0
616,42,IRQ,23,23,critical,,,915,2,3300.0
617,42,IRQ,29,29,critical,,,916,2,2983.0
618,42,IRQ,28,28,critical,,,917,3,4363.0
619,42,IRQ,7,7,critical,,,918,2,3951.0
620,42,IRQ,8,8,critical,,,919,3,3609.0
621,42,IRQ,2,2,critical,,,920,2,2703.0
622,42,IRQ,10,10,critical,,,921,3,2983.0
623,42,IRQ,37,37,catch,,,922,1,3617.0
624,42,IRQ,39,39,catch,,,923,1,3458.0
625,42,IRQ,21,21,critical,,,924,4,5022.0
626,42,IRQ,12,12,critical,,,925,4,3991.0
627,42,IRQ,5,5,critical,,,926,2,6426.0
628,42,IRQ,25,25,critical,,,927,2,4701.0
629,42,IRQ,17,17,critical,,,928,4,2895.0
630,42,IRQ,33,33,critical,,,929,2,6761.0
631,42,IRQ,35,35,critical,,,930,2,4621.0
632,42,IRQ,30,30,critical,,,931,3,9799.0
633,42,IRQ,9,9,critical,,,932,2,3864.0
634,42,IRQ,36,36,critical,,,933,2,4100.0
635,42,IRQ,22,22,critical,,,934,4,3403.0
636,42,IRQ,13,13,critical,,,935,4,4410.0
637,42,IRQ,26,26,critical,,,936,2,5434.0
638,42,IRQ,3,3,critical,,,937,2,3886.0
639,42,IRQ,24,24,critical,,,938,2,9791.0
640,45,IRQ,8,8,critical,,,900,4,6294.0
641,45,IRQ,7,7,critical,,,901,2,7558.0
642,45,IRQ,9,9,critical,,,902,4,5054.0
643,45,IRQ,27,27,critical,,,903,4,9532.0
644,45,IRQ,30,30,critical,,,904,4,7824.0
645,45,IRQ,36,36,critical,,,905,4,4203.0
646,45,IRQ,31,31,critical,,,906,2,5538.0
647,45,IRQ,2,2,critical,,,907,4,6213.0
648,45,IRQ,24,24,critical,,,908,2,7991.0
649,45,IRQ,6,6,critical,,,909,4,5556.0
650,45,IRQ,17,17,critical,,,910,4,6534.0
651,45,IRQ,38,38,catch,,,911,5,6047.0
652,45,IRQ,14,14,critical,,,912,3,7251.0
653,45,IRQ,22,22,critical,,,913,2,5158.0
654,45,IRQ,37,37,catch,,,914,1,4186.0
655,45,IRQ,5,5,critical,,,915,5,5585.0
656,45,IRQ,19,19,critical,,,916,2,6268.0
657,45,IRQ,25,25,critical,,,917,2,6560.0
658,45,IRQ,34,34,critical,,,918,2,7241.0
659,45,IRQ,21,21,critical,,,919,4,6246.0
660,45,IRQ,28,28,critical,,,920,4,5476.0
661,45,IRQ,35,35,critical,,,921,4,4362.0
662,45,IRQ,13,13,critical,,,922,4,6147.0
663,45,IRQ,3,3,critical,,,923,4,5100.0
664,45,IRQ,33,33,critical,,,924,3,9119.0
665,45,IRQ,39,39,catch,,,925,1,3513.0
666,45,IRQ,23,23,critical,,,926,1,4588.0
667,45,IRQ,26,26,critical,,,927,2,6953.0
668,45,IRQ,20,20,critical,,,928,3,4949.0
669,45,IRQ,11,11,critical,,,929,4,9141.0
670,45,IRQ,1,1,critical,,,930,3,13355.0
671,45,IRQ,29,29,critical,,,931,4,9404.0
672,45,IRQ,18,18,critical,,,932,1,7515.0
673,45,IRQ,15,15,critical,,,933,2,7512.0
674,45,IRQ,16,16,critical,,,934,4,6629.0
675,45,IRQ,4,4,critical,,,935,3,98104.0
676,45,IRQ,32,32,critical,,,936,5,29260.0
677,45,IRQ,10,10,critical,,,937,1,12269.0
678,45,IRQ,12,12,critical,,,938,5,7429.0
679,54,IRQ,6,6,critical,,,900,5,3077.0
680,54,IRQ,22,22,critical,,,901,5,3179.0
681,54,IRQ,21,21,critical,,,902,2,3426.0
682,54,IRQ,7,7,critical,,,903,3,4551.0
683,54,IRQ,25,25,critical,,,904,1,3055.0
684,54,IRQ,12,12,critical,,,905,5,3067.0
685,54,IRQ,27,27,critical,,,906,2,4490.0
686,54,IRQ,31,31,critical,,,907,1,8112.0
687,54,IRQ,23,23,critical,,,908,1,4223.0
688,54,IRQ,4,4,critical,,,909,2,4704.0
689,54,IRQ,16,16,critical,,,910,4,5466.0
690,54,IRQ,29,29,critical,,,911,1,3902.0
691,54,IRQ,18,18,critical,,,912,5,2818.0
692,54,IRQ,11,11,critical,,,913,5,10364.0
693,54,IRQ,33,33,critical,,,914,5,4376.0
694,54,IRQ,34,34,critical,,,915,4,5289.0
695,54,IRQ,9,9,critical,,,916,3,2998.0
696,54,IRQ,19,19,critical,,,917,1,3613.0
697,54,IRQ,37,37,catch,,,918,1,4864.0
698,54,IRQ,13,13,critical,,,919,3,5105.0
699,54,IRQ,38,38,catch,,,920,5,2520.0
700,54,IRQ,5,5,critical,,,921,2,4909.0
701,54,IRQ,17,17,critical,,,922,5,4202.0
702,54,IRQ,24,24,critical,,,923,1,3494.0
703,54,IRQ,32,32,critical,,,924,3,10438.0
704,54,IRQ,26,26,critical,,,925,1,18548.0
705,54,IRQ,10,10,critical,,,926,1,5563.0
706,54,IRQ,28,28,critical,,,927,5,3610.0
707,54,IRQ,39,39,catch,,,928,1,3290.0
708,54,IRQ,36,36,critical,,,929,3,3654.0
709,54,IRQ,15,15,critical,,,930,3,5401.0
710,54,IRQ,30,30,critical,,,931,5,4638.0
711,54,IRQ,35,35,critical,,,932,3,3588.0
712,54,IRQ,2,2,critical,,,933,5,3347.0
713,54,IRQ,3,3,critical,,,934,5,2865.0
714,54,IRQ,8,8,critical,,,935,5,5165.0
715,54,IRQ,1,1,critical,,,936,3,5037.0
716,54,IRQ,14,14,critical,,,937,5,2980.0
717,54,IRQ,20,20,critical,,,938,5,2283.0
718,57,IRQ,23,23,critical,,,900,2,14241.0
719,57,IRQ,34,34,critical,,,901,3,14917.0
720,57,IRQ,13,13,critical,,,902,5,4411.0
721,57,IRQ,31,31,critical,,,903,4,5390.0
722,57,IRQ,35,35,critical,,,904,3,3445.0
723,57,IRQ,39,39,catch,,,905,1,4670.0
724,57,IRQ,20,20,critical,,,906,3,3850.0
725,57,IRQ,19,19,critical,,,907,3,6480.0
726,57,IRQ,3,3,critical,,,908,2,3547.0
727,57,IRQ,9,9,critical,,,909,2,5787.0
728,57,IRQ,27,27,critical,,,910,2,6210.0
729,57,IRQ,32,32,critical,,,911,4,6072.0
730,57,IRQ,14,14,critical,,,912,4,3446.0
731,57,IRQ,6,6,critical,,,913,4,3339.0
732,57,IRQ,7,7,critical,,,914,4,5224.0
733,57,IRQ,12,12,critical,,,915,4,4481.0
734,57,IRQ,10,10,critical,,,916,4,10097.0
735,57,IRQ,33,33,critical,,,917,2,6646.0
736,57,IRQ,2,2,critical,,,918,4,9981.0
737,57,IRQ,37,37,catch,,,919,1,3902.0
738,57,IRQ,30,30,critical,,,920,5,10955.0
739,57,IRQ,17,17,critical,,,921,4,7806.0
740,57,IRQ,24,24,critical,,,922,3,4002.0
741,57,IRQ,16,16,critical,,,923,4,3842.0
742,57,IRQ,21,21,critical,,,924,4,2869.0
743,57,IRQ,38,38,catch,,,925,5,2835.0
744,57,IRQ,22,22,critical,,,926,3,3097.0
745,57,IRQ,25,25,critical,,,927,2,7157.0
746,57,IRQ,1,1,critical,,,928,4,2973.0
747,57,IRQ,8,8,critical,,,929,5,6136.0
748,57,IRQ,5,5,critical,,,930,2,8173.0
749,57,IRQ,26,26,critical,,,931,2,6215.0
750,57,IRQ,11,11,critical,,,932,2,5758.0
751,57,IRQ,4,4,critical,,,933,4,4764.0
752,57,IRQ,29,29,critical,,,934,3,5442.0
753,57,IRQ,28,28,critical,,,935,5,4791.0
754,57,IRQ,36,36,critical,,,936,5,3920.0
755,57,IRQ,18,18,critical,,,937,3,2430.0
756,57,IRQ,15,15,critical,,,938,3,4813.0
757,60,IRQ,7,7,critical,,,900,2,5760.0
758,60,IRQ,30,30,critical,,,901,3,10049.0
759,60,IRQ,22,22,critical,,,902,4,5571.0
760,60,IRQ,18,18,critical,,,903,4,4711.0
761,60,IRQ,17,17,critical,,,904,2,6664.0
762,60,IRQ,27,27,critical,,,905,4,4878.0
763,60,IRQ,29,29,critical,,,906,2,8229.0
764,60,IRQ,1,1,critical,,,907,4,3757.0
765,60,IRQ,38,38,catch,,,908,5,5203.0
766,60,IRQ,13,13,critical,,,909,4,5727.0
767,60,IRQ,19,19,critical,,,910,2,11368.0
768,60,IRQ,11,11,critical,,,911,4,7302.0
769,60,IRQ,16,16,critical,,,912,4,4925.0
770,60,IRQ,10,10,critical,,,913,3,11550.0
771,60,IRQ,15,15,critical,,,914,3,6013.0
772,60,IRQ,6,6,critical,,,915,3,6045.0
773,60,IRQ,3,3,critical,,,916,4,2544.0
774,60,IRQ,36,36,critical,,,917,1,5089.0
775,60,IRQ,8,8,critical,,,918,1,8421.0
776,60,IRQ,34,34,critical,,,919,3,9288.0
777,60,IRQ,26,26,critical,,,920,2,7298.0
778,60,IRQ,37,37,catch,,,921,1,7911.0
779,60,IRQ,14,14,critical,,,922,5,4443.0
780,60,IRQ,32,32,critical,,,923,5,8359.0
781,60,IRQ,21,21,critical,,,924,3,4191.0
782,60,IRQ,28,28,critical,,,925,3,6076.0
783,60,IRQ,5,5,critical,,,926,3,4574.0
784,60,IRQ,23,23,critical,,,927,2,4274.0
785,60,IRQ,4,4,critical,,,928,4,7583.0
786,60,IRQ,20,20,critical,,,929,3,4894.0
787,60,IRQ,24,24,critical,,,930,2,6321.0
788,60,IRQ,31,31,critical,,,931,2,4595.0
789,60,IRQ,9,9,critical,,,932,5,9233.0
790,60,IRQ,39,39,catch,,,933,1,3347.0
791,60,IRQ,35,35,critical,,,934,4,6890.0
792,60,IRQ,12,12,critical,,,935,4,5037.0
793,60,IRQ,33,33,critical,,,936,4,6522.0
794,60,IRQ,25,25,critical,,,937,1,5615.0
795,60,IRQ,2,2,critical,,,938,5,3377.0
796,62,IRQ,27,27,critical,,,900,4,8474.0
797,62,IRQ,29,29,critical,,,901,3,4686.0
798,62,IRQ,5,5,critical,,,902,5,5545.0
799,62,IRQ,24,24,critical,,,903,4,6570.0
800,62,IRQ,23,23,critical,,,904,5,6001.0
801,62,IRQ,37,37,catch,,,905,1,4779.0
802,62,IRQ,25,25,critical,,,906,2,5630.0
803,62,IRQ,38,38,catch,,,907,5,3264.0
804,62,IRQ,31,31,critical,,,908,3,3750.0
805,62,IRQ,6,6,critical,,,909,4,4470.0
806,62,IRQ,20,20,critical,,,910,4,4573.0
807,62,IRQ,26,26,critical,,,911,4,5481.0
808,62,IRQ,4,4,critical,,,912,4,3465.0
809,62,IRQ,21,21,critical,,,913,5,3963.0
810,62,IRQ,13,13,critical,,,914,4,4251.0
811,62,IRQ,19,19,critical,,,915,5,4374.0
812,62,IRQ,30,30,critical,,,916,4,6468.0
813,62,IRQ,1,1,critical,,,917,4,3261.0
814,62,IRQ,22,22,critical,,,918,5,5085.0
815,62,IRQ,33,33,critical,,,919,4,8452.0
816,62,IRQ,7,7,critical,,,920,3,4493.0
817,62,IRQ,28,28,critical,,,921,3,3979.0
818,62,IRQ,32,32,critical,,,922,4,4034.0
819,62,IRQ,35,35,critical,,,923,3,5901.0
820,62,IRQ,11,11,critical,,,924,4,6133.0
821,62,IRQ,15,15,critical,,,925,3,4985.0
822,62,IRQ,36,36,critical,,,926,4,2437.0
823,62,IRQ,9,9,critical,,,927,5,4352.0
824,62,IRQ,10,10,critical,,,928,2,7895.0
825,62,IRQ,17,17,critical,,,929,3,6050.0
826,62,IRQ,3,3,critical,,,930,3,2875.0
827,62,IRQ,39,39,catch,,,931,1,3748.0
828,62,IRQ,12,12,critical,,,932,3,7580.0
829,62,IRQ,16,16,critical,,,933,4,3669.0
830,62,IRQ,14,14,critical,,,934,4,3448.0
831,62,IRQ,2,2,critical,,,935,4,3019.0
832,62,IRQ,8,8,critical,,,936,4,4217.0
833,62,IRQ,18,18,critical,,,937,5,3158.0
834,62,IRQ,34,34,critical,,,938,3,4438.0
835,63,IRQ,34,34,critical,,,901,4,9688.0
836,63,IRQ,9,9,critical,,,902,3,7489.0
837,63,IRQ,6,6,critical,,,903,2,6457.0
838,63,IRQ,19,19,critical,,,904,1,4790.0
839,63,IRQ,14,14,critical,,,905,5,3579.0
840,63,IRQ,33,33,critical,,,906,4,8197.0
841,63,IRQ,4,4,critical,,,907,3,6031.0
842,63,IRQ,20,20,critical,,,908,1,5002.0
843,63,IRQ,35,35,critical,,,909,4,6272.0
844,63,IRQ,18,18,critical,,,910,5,8231.0
845,63,IRQ,8,8,critical,,,911,3,13380.0
846,63,IRQ,12,12,critical,,,912,5,6309.0
847,63,IRQ,1,1,critical,,,913,4,8489.0
848,63,IRQ,38,38,catch,,,914,5,2838.0
849,63,IRQ,23,23,critical,,,915,1,5256.0
850,63,IRQ,24,24,critical,,,916,1,4989.0
851,63,IRQ,32,32,critical,,,917,5,5847.0
852,63,IRQ,39,39,catch,,,918,1,3288.0
853,63,IRQ,10,10,critical,,,919,4,17814.0
854,63,IRQ,26,26,critical,,,920,1,5832.0
855,63,IRQ,11,11,critical,,,921,3,5969.0
856,63,IRQ,2,2,critical,,,922,4,4036.0
857,63,IRQ,37,37,catch,,,923,1,3332.0
858,63,IRQ,17,17,critical,,,924,5,4454.0
859,63,IRQ,25,25,critical,,,925,1,4934.0
860,63,IRQ,16,16,critical,,,926,4,4118.0
861,63,IRQ,29,29,critical,,,927,3,7462.0
862,63,IRQ,21,21,critical,,,928,3,7108.0
863,63,IRQ,36,36,critical,,,929,5,4034.0
864,63,IRQ,3,3,critical,,,930,3,4119.0
865,63,IRQ,28,28,critical,,,931,5,4089.0
866,63,IRQ,22,22,critical,,,932,5,4529.0
867,63,IRQ,31,31,critical,,,933,5,4216.0
868,63,IRQ,5,5,critical,,,934,3,5858.0
869,63,IRQ,15,15,critical,,,935,4,6761.0
870,63,IRQ,27,27,critical,,,936,4,6037.0
871,63,IRQ,30,30,critical,,,937,5,15739.0
872,63,IRQ,7,7,critical,,,938,3,5535.0
873,63,IRQ,13,13,critical,,,939,4,5702.0
